"Date","Price","Open","High","Low","Change %"
"Nov 14, 2008","1.2160","1.2160","1.2160","1.2160","-1.70%"
"Nov 13, 2008","1.2370","1.2370","1.2370","1.2370","5.46%"
"Nov 12, 2008","1.1730","1.1730","1.1730","1.1730","-7.93%"
"Nov 10, 2008","1.2740","1.2740","1.2740","1.2740","-4.28%"
"Nov 07, 2008","1.3310","1.3310","1.3310","1.3310","3.66%"
"Nov 06, 2008","1.2840","1.2840","1.2840","1.2840","-4.18%"
"Nov 05, 2008","1.3400","1.3400","1.3400","1.3400","-2.90%"
"Nov 04, 2008","1.3800","1.3800","1.3800","1.3800","-4.43%"
"Nov 03, 2008","1.4440","1.4440","1.4440","1.4440","-7.91%"
"Oct 31, 2008","1.5680","1.5680","1.5680","1.5680","0.00%"
"Oct 30, 2008","1.5680","1.5680","1.5680","1.5680","1.29%"
"Oct 29, 2008","1.5480","1.5480","1.5480","1.5480","-2.58%"
"Oct 28, 2008","1.5890","1.5890","1.5890","1.5890","3.72%"
"Oct 27, 2008","1.5320","1.5320","1.5320","1.5320","2.41%"
"Oct 24, 2008","1.4960","1.4960","1.4960","1.4960","-6.50%"
"Oct 23, 2008","1.6000","1.6000","1.6000","1.6000","6.17%"
"Oct 22, 2008","1.5070","1.5070","1.5070","1.5070","-7.32%"
"Oct 21, 2008","1.6260","1.6260","1.6260","1.6260","-5.02%"
"Oct 20, 2008","1.7120","1.7120","1.7120","1.7120","5.74%"
"Oct 17, 2008","1.6190","1.6190","1.6190","1.6190","-1.10%"
"Oct 16, 2008","1.6370","1.6370","1.6370","1.6370","4.94%"
"Oct 15, 2008","1.5600","1.5600","1.5600","1.5600","-14.71%"
"Oct 14, 2008","1.8290","1.8290","1.8290","1.8290","14.46%"
"Oct 10, 2008","1.5980","1.5980","1.5980","1.5980","4.58%"
"Oct 09, 2008","1.5280","1.5280","1.5280","1.5280","-2.30%"
"Oct 08, 2008","1.5640","1.5640","1.5640","1.5640","6.47%"
"Oct 07, 2008","1.4690","1.4690","1.4690","1.4690","2.16%"
"Oct 06, 2008","1.4380","1.4380","1.4380","1.4380","-9.33%"
"Oct 03, 2008","1.5860","1.5860","1.5860","1.5860","-2.10%"
"Oct 02, 2008","1.6200","1.6200","1.6200","1.6200","-11.18%"
"Oct 01, 2008","1.8240","1.8240","1.8240","1.8240","-7.32%"
"Sep 30, 2008","1.9680","1.9680","1.9680","1.9680","20.81%"
"Sep 29, 2008","1.6290","1.6290","1.6290","1.6290","-22.43%"
"Sep 26, 2008","2.1000","2.1000","2.1000","2.1000","-2.78%"
"Sep 25, 2008","2.1600","2.1600","2.1600","2.1600","9.70%"
"Sep 24, 2008","1.9690","1.9690","1.9690","1.9690","-4.79%"
"Sep 23, 2008","2.0680","2.0680","2.0680","2.0680","-3.86%"
"Sep 22, 2008","2.1510","2.1510","2.1510","2.1510","-1.15%"
"Sep 19, 2008","2.1760","2.1760","2.1760","2.1760","27.77%"
"Sep 18, 2008","1.7030","1.7030","1.7030","1.7030","3.40%"
"Sep 17, 2008","1.6470","1.6470","1.6470","1.6470","-9.01%"
"Sep 16, 2008","1.8100","1.8100","1.8100","1.8100","5.60%"
"Sep 15, 2008","1.7140","1.7140","1.7140","1.7140","-22.62%"
"Sep 12, 2008","2.2150","2.2150","2.2150","2.2150","-0.94%"
"Sep 11, 2008","2.2360","2.2360","2.2360","2.2360","1.08%"
"Sep 10, 2008","2.2120","2.2120","2.2120","2.2120","1.70%"
"Sep 09, 2008","2.1750","2.1750","2.1750","2.1750","-6.01%"
"Sep 08, 2008","2.3140","2.3140","2.3140","2.3140","0.52%"
"Sep 05, 2008","2.3020","2.3020","2.3020","2.3020","5.35%"
"Sep 04, 2008","2.1850","2.1850","2.1850","2.1850","-3.57%"
"Sep 03, 2008","2.2660","2.2660","2.2660","2.2660","0.00%"
"Sep 02, 2008","2.2660","2.2660","2.2660","2.2660","-4.75%"
"Aug 29, 2008","2.3790","2.3790","2.3790","2.3790","0.34%"
"Aug 28, 2008","2.3710","2.3710","2.3710","2.3710","3.90%"
"Aug 27, 2008","2.2820","2.2820","2.2820","2.2820","-2.35%"
"Aug 26, 2008","2.3370","2.3370","2.3370","2.3370","0.17%"
"Aug 25, 2008","2.3330","2.3330","2.3330","2.3330","-3.44%"
"Aug 22, 2008","2.4160","2.4160","2.4160","2.4160","4.36%"
"Aug 21, 2008","2.3150","2.3150","2.3150","2.3150","2.71%"
"Aug 20, 2008","2.2540","2.2540","2.2540","2.2540","-2.00%"
"Aug 19, 2008","2.3000","2.3000","2.3000","2.3000","-1.75%"
"Aug 18, 2008","2.3410","2.3410","2.3410","2.3410","-1.93%"
"Aug 15, 2008","2.3870","2.3870","2.3870","2.3870","-2.09%"
"Aug 14, 2008","2.4380","2.4380","2.4380","2.4380","-1.81%"
"Aug 13, 2008","2.4830","2.4830","2.4830","2.4830","2.01%"
"Aug 12, 2008","2.4340","2.4340","2.4340","2.4340","-4.51%"
"Aug 11, 2008","2.5490","2.5490","2.5490","2.5490","1.59%"
"Aug 08, 2008","2.5090","2.5090","2.5090","2.5090","3.17%"
"Aug 07, 2008","2.4320","2.4320","2.4320","2.4320","-5.99%"
"Aug 06, 2008","2.5870","2.5870","2.5870","2.5870","1.09%"
"Aug 05, 2008","2.5590","2.5590","2.5590","2.5590","0.79%"
"Aug 04, 2008","2.5390","2.5390","2.5390","2.5390","1.44%"
"Aug 01, 2008","2.5030","2.5030","2.5030","2.5030","-0.83%"
"Jul 31, 2008","2.5240","2.5240","2.5240","2.5240","-4.43%"
"Jul 30, 2008","2.6410","2.6410","2.6410","2.6410","0.46%"
"Jul 29, 2008","2.6290","2.6290","2.6290","2.6290","1.70%"
"Jul 28, 2008","2.5850","2.5850","2.5850","2.5850","-4.75%"
"Jul 25, 2008","2.7140","2.7140","2.7140","2.7140","4.02%"
"Jul 24, 2008","2.6090","2.6090","2.6090","2.6090","-4.82%"
"Jul 23, 2008","2.7410","2.7410","2.7410","2.7410","0.77%"
"Jul 22, 2008","2.7200","2.7200","2.7200","2.7200","4.78%"
"Jul 21, 2008","2.5960","2.5960","2.5960","2.5960","-2.04%"
"Jul 18, 2008","2.6500","2.6500","2.6500","2.6500","6.55%"
"Jul 17, 2008","2.4870","2.4870","2.4870","2.4870","2.18%"
"Jul 16, 2008","2.4340","2.4340","2.4340","2.4340","2.57%"
"Jul 15, 2008","2.3730","2.3730","2.3730","2.3730","-3.69%"
"Jul 14, 2008","2.4640","2.4640","2.4640","2.4640","-5.95%"
"Jul 11, 2008","2.6200","2.6200","2.6200","2.6200","8.76%"
"Jul 10, 2008","2.4090","2.4090","2.4090","2.4090","0.84%"
"Jul 09, 2008","2.3890","2.3890","2.3890","2.3890","-3.79%"
"Jul 08, 2008","2.4830","2.4830","2.4830","2.4830","1.47%"
"Jul 07, 2008","2.4470","2.4470","2.4470","2.4470","-3.55%"
"Jul 03, 2008","2.5370","2.5370","2.5370","2.5370","-1.63%"
"Jul 02, 2008","2.5790","2.5790","2.5790","2.5790","-3.05%"
"Jul 01, 2008","2.6600","2.6600","2.6600","2.6600","1.06%"
"Jun 30, 2008","2.6320","2.6320","2.6320","2.6320","0.11%"
"Jun 27, 2008","2.6290","2.6290","2.6290","2.6290","-1.50%"
"Jun 26, 2008","2.6690","2.6690","2.6690","2.6690","-5.29%"
"Jun 25, 2008","2.8180","2.8180","2.8180","2.8180","-1.43%"
"Jun 24, 2008","2.8590","2.8590","2.8590","2.8590","-3.12%"
"Jun 23, 2008","2.9510","2.9510","2.9510","2.9510","1.90%"
"Jun 20, 2008","2.8960","2.8960","2.8960","2.8960","-1.66%"
"Jun 19, 2008","2.9450","2.9450","2.9450","2.9450","3.22%"
"Jun 18, 2008","2.8530","2.8530","2.8530","2.8530","-1.55%"
"Jun 17, 2008","2.8980","2.8980","2.8980","2.8980","-4.64%"
"Jun 16, 2008","3.0390","3.0390","3.0390","3.0390","0.26%"
"Jun 13, 2008","3.0310","3.0310","3.0310","3.0310","-0.62%"
"Jun 12, 2008","3.0500","3.0500","3.0500","3.0500","8.39%"
"Jun 11, 2008","2.8140","2.8140","2.8140","2.8140","-3.93%"
"Jun 10, 2008","2.9290","2.9290","2.9290","2.9290","7.88%"
"Jun 09, 2008","2.7150","2.7150","2.7150","2.7150","13.65%"
"Jun 06, 2008","2.3890","2.3890","2.3890","2.3890","-4.86%"
"Jun 05, 2008","2.5110","2.5110","2.5110","2.5110","2.28%"
"Jun 04, 2008","2.4550","2.4550","2.4550","2.4550","2.04%"
"Jun 03, 2008","2.4060","2.4060","2.4060","2.4060","-4.07%"
"Jun 02, 2008","2.5080","2.5080","2.5080","2.5080","-5.61%"
"May 30, 2008","2.6570","2.6570","2.6570","2.6570","-1.23%"
"May 29, 2008","2.6900","2.6900","2.6900","2.6900","3.18%"
"May 28, 2008","2.6070","2.6070","2.6070","2.6070","3.70%"
"May 27, 2008","2.5140","2.5140","2.5140","2.5140","2.78%"
"May 23, 2008","2.4460","2.4460","2.4460","2.4460","-3.70%"
"May 22, 2008","2.5400","2.5400","2.5400","2.5400","5.57%"
"May 21, 2008","2.4060","2.4060","2.4060","2.4060","4.11%"
"May 20, 2008","2.3110","2.3110","2.3110","2.3110","-3.79%"
"May 19, 2008","2.4020","2.4020","2.4020","2.4020","-2.32%"
"May 16, 2008","2.4590","2.4590","2.4590","2.4590","1.07%"
"May 15, 2008","2.4330","2.4330","2.4330","2.4330","-3.91%"
"May 14, 2008","2.5320","2.5320","2.5320","2.5320","2.34%"
"May 13, 2008","2.4740","2.4740","2.4740","2.4740","6.59%"
"May 12, 2008","2.3210","2.3210","2.3210","2.3210","3.66%"
"May 09, 2008","2.2390","2.2390","2.2390","2.2390","0.36%"
"May 08, 2008","2.2310","2.2310","2.2310","2.2310","-3.67%"
"May 07, 2008","2.3160","2.3160","2.3160","2.3160","-3.54%"
"May 06, 2008","2.4010","2.4010","2.4010","2.4010","-0.99%"
"May 05, 2008","2.4250","2.4250","2.4250","2.4250","-1.46%"
"May 02, 2008","2.4610","2.4610","2.4610","2.4610","3.45%"
"May 01, 2008","2.3790","2.3790","2.3790","2.3790","4.80%"
"Apr 30, 2008","2.2700","2.2700","2.2700","2.2700","-3.90%"
"Apr 29, 2008","2.3620","2.3620","2.3620","2.3620","0.34%"
"Apr 28, 2008","2.3540","2.3540","2.3540","2.3540","-3.17%"
"Apr 25, 2008","2.4310","2.4310","2.4310","2.4310","1.00%"
"Apr 24, 2008","2.4070","2.4070","2.4070","2.4070","9.31%"
"Apr 23, 2008","2.2020","2.2020","2.2020","2.2020","-0.32%"
"Apr 22, 2008","2.2090","2.2090","2.2090","2.2090","1.75%"
"Apr 21, 2008","2.1710","2.1710","2.1710","2.1710","1.54%"
"Apr 18, 2008","2.1380","2.1380","2.1380","2.1380","1.47%"
"Apr 17, 2008","2.1070","2.1070","2.1070","2.1070","5.77%"
"Apr 16, 2008","1.9920","1.9920","1.9920","1.9920","6.13%"
"Apr 15, 2008","1.8770","1.8770","1.8770","1.8770","6.53%"
"Apr 14, 2008","1.7620","1.7620","1.7620","1.7620","0.69%"
"Apr 11, 2008","1.7500","1.7500","1.7500","1.7500","-5.25%"
"Apr 10, 2008","1.8470","1.8470","1.8470","1.8470","4.35%"
"Apr 09, 2008","1.7700","1.7700","1.7700","1.7700","-6.25%"
"Apr 08, 2008","1.8880","1.8880","1.8880","1.8880","-2.28%"
"Apr 07, 2008","1.9320","1.9320","1.9320","1.9320","6.04%"
"Apr 04, 2008","1.8220","1.8220","1.8220","1.8220","-4.86%"
"Apr 03, 2008","1.9150","1.9150","1.9150","1.9150","0.63%"
"Apr 02, 2008","1.9030","1.9030","1.9030","1.9030","5.60%"
"Apr 01, 2008","1.8020","1.8020","1.8020","1.8020","8.95%"
"Mar 31, 2008","1.6540","1.6540","1.6540","1.6540","0.24%"
"Mar 28, 2008","1.6500","1.6500","1.6500","1.6500","-2.83%"
"Mar 27, 2008","1.6980","1.6980","1.6980","1.6980","4.04%"
"Mar 26, 2008","1.6320","1.6320","1.6320","1.6320","-8.11%"
"Mar 25, 2008","1.7760","1.7760","1.7760","1.7760","-2.52%"
"Mar 24, 2008","1.8220","1.8220","1.8220","1.8220","12.68%"
"Mar 20, 2008","1.6170","1.6170","1.6170","1.6170","9.85%"
"Mar 19, 2008","1.4720","1.4720","1.4720","1.4720","-10.02%"
"Mar 18, 2008","1.6360","1.6360","1.6360","1.6360","21.64%"
"Mar 17, 2008","1.3450","1.3450","1.3450","1.3450","-9.55%"
"Mar 14, 2008","1.4870","1.4870","1.4870","1.4870","-8.10%"
"Mar 13, 2008","1.6180","1.6180","1.6180","1.6180","1.51%"
"Mar 12, 2008","1.5940","1.5940","1.5940","1.5940","-8.81%"
"Mar 11, 2008","1.7480","1.7480","1.7480","1.7480","16.92%"
"Mar 10, 2008","1.4950","1.4950","1.4950","1.4950","-2.42%"
"Mar 07, 2008","1.5320","1.5320","1.5320","1.5320","0.13%"
"Mar 06, 2008","1.5300","1.5300","1.5300","1.5300","-6.36%"
"Mar 05, 2008","1.6340","1.6340","1.6340","1.6340","-2.21%"
"Mar 04, 2008","1.6710","1.6710","1.6710","1.6710","1.70%"
"Mar 03, 2008","1.6430","1.6430","1.6430","1.6430","0.92%"
"Feb 29, 2008","1.6280","1.6280","1.6280","1.6280","-10.35%"
"Feb 28, 2008","1.8160","1.8160","1.8160","1.8160","-9.56%"
"Feb 27, 2008","2.0080","2.0080","2.0080","2.0080","0.20%"
"Feb 26, 2008","2.0040","2.0040","2.0040","2.0040","-5.69%"
"Feb 25, 2008","2.1250","2.1250","2.1250","2.1250","4.94%"
"Feb 22, 2008","2.0250","2.0250","2.0250","2.0250","2.27%"
"Feb 21, 2008","1.9800","1.9800","1.9800","1.9800","-7.35%"
"Feb 20, 2008","2.1370","2.1370","2.1370","2.1370","2.79%"
"Feb 19, 2008","2.0790","2.0790","2.0790","2.0790","9.02%"
"Feb 15, 2008","1.9070","1.9070","1.9070","1.9070","0.37%"
"Feb 14, 2008","1.9000","1.9000","1.9000","1.9000","-1.09%"
"Feb 13, 2008","1.9210","1.9210","1.9210","1.9210","0.21%"
"Feb 12, 2008","1.9170","1.9170","1.9170","1.9170","0.21%"
"Feb 11, 2008","1.9130","1.9130","1.9130","1.9130","-1.70%"
"Feb 08, 2008","1.9460","1.9460","1.9460","1.9460","-6.26%"
"Feb 07, 2008","2.0760","2.0760","2.0760","2.0760","7.73%"
"Feb 06, 2008","1.9270","1.9270","1.9270","1.9270","0.42%"
"Feb 05, 2008","1.9190","1.9190","1.9190","1.9190","-7.03%"
"Feb 04, 2008","2.0640","2.0640","2.0640","2.0640","-0.63%"
"Feb 01, 2008","2.0770","2.0770","2.0770","2.0770","-1.52%"
"Jan 31, 2008","2.1090","2.1090","2.1090","2.1090","-2.41%"
"Jan 30, 2008","2.1610","2.1610","2.1610","2.1610","-5.80%"
"Jan 29, 2008","2.2940","2.2940","2.2940","2.2940","4.04%"
"Jan 28, 2008","2.2050","2.2050","2.2050","2.2050","1.05%"
"Jan 25, 2008","2.1820","2.1820","2.1820","2.1820","-5.87%"
"Jan 24, 2008","2.3180","2.3180","2.3180","2.3180","7.96%"
"Jan 23, 2008","2.1470","2.1470","2.1470","2.1470","8.60%"
"Jan 22, 2008","1.9770","1.9770","1.9770","1.9770","-15.87%"
"Jan 18, 2008","2.3500","2.3500","2.3500","2.3500","-2.57%"
"Jan 17, 2008","2.4120","2.4120","2.4120","2.4120","-4.10%"
"Jan 16, 2008","2.5150","2.5150","2.5150","2.5150","0.76%"
"Jan 15, 2008","2.4960","2.4960","2.4960","2.4960","-2.42%"
"Jan 14, 2008","2.5580","2.5580","2.5580","2.5580","-0.70%"
"Jan 11, 2008","2.5760","2.5760","2.5760","2.5760","-4.59%"
"Jan 10, 2008","2.7000","2.7000","2.7000","2.7000","-0.77%"
"Jan 09, 2008","2.7210","2.7210","2.7210","2.7210","1.45%"
"Jan 08, 2008","2.6820","2.6820","2.6820","2.6820","-2.65%"
"Jan 07, 2008","2.7550","2.7550","2.7550","2.7550","0.55%"
"Jan 04, 2008","2.7400","2.7400","2.7400","2.7400","-2.66%"
"Jan 03, 2008","2.8150","2.8150","2.8150","2.8150","-2.39%"
"Jan 02, 2008","2.8840","2.8840","2.8840","2.8840","-5.72%"
"Dec 31, 2007","3.0590","3.0590","3.0590","3.0590","-1.58%"
"Dec 28, 2007","3.1080","3.1080","3.1080","3.1080","-3.39%"
"Dec 27, 2007","3.2170","3.2170","3.2170","3.2170","-2.93%"
"Dec 26, 2007","3.3140","3.3140","3.3140","3.3140","1.94%"
"Dec 24, 2007","3.2510","3.2510","3.2510","3.2510","2.01%"
"Dec 21, 2007","3.1870","3.1870","3.1870","3.1870","2.71%"
"Dec 20, 2007","3.1030","3.1030","3.1030","3.1030","-0.42%"
"Dec 19, 2007","3.1160","3.1160","3.1160","3.1160","-2.35%"
"Dec 18, 2007","3.1910","3.1910","3.1910","3.1910","0.25%"
"Dec 17, 2007","3.1830","3.1830","3.1830","3.1830","-4.13%"
"Dec 14, 2007","3.3200","3.3200","3.3200","3.3200","2.06%"
"Dec 13, 2007","3.2530","3.2530","3.2530","3.2530","3.70%"
"Dec 12, 2007","3.1370","3.1370","3.1370","3.1370","7.47%"
"Dec 11, 2007","2.9190","2.9190","2.9190","2.9190","-8.15%"
"Dec 10, 2007","3.1780","3.1780","3.1780","3.1780","2.38%"
"Dec 07, 2007","3.1040","3.1040","3.1040","3.1040","2.27%"
"Dec 06, 2007","3.0350","3.0350","3.0350","3.0350","3.76%"
"Dec 05, 2007","2.9250","2.9250","2.9250","2.9250","0.97%"
"Dec 04, 2007","2.8970","2.8970","2.8970","2.8970","0.98%"
"Dec 03, 2007","2.8690","2.8690","2.8690","2.8690","-4.84%"
"Nov 30, 2007","3.0150","3.0150","3.0150","3.0150","-0.56%"
"Nov 29, 2007","3.0320","3.0320","3.0320","3.0320","-5.04%"
"Nov 28, 2007","3.1930","3.1930","3.1930","3.1930","3.37%"
"Nov 27, 2007","3.0890","3.0890","3.0890","3.0890","6.30%"
"Nov 26, 2007","2.9060","2.9060","2.9060","2.9060","-5.19%"
"Nov 23, 2007","3.0650","3.0650","3.0650","3.0650","1.56%"
"Nov 21, 2007","3.0180","3.0180","3.0180","3.0180","-5.36%"
"Nov 20, 2007","3.1890","3.1890","3.1890","3.1890","0.76%"
"Nov 19, 2007","3.1650","3.1650","3.1650","3.1650","-5.35%"
"Nov 16, 2007","3.3440","3.3440","3.3440","3.3440","0.81%"
"Nov 15, 2007","3.3170","3.3170","3.3170","3.3170","-5.34%"
"Nov 14, 2007","3.5040","3.5040","3.5040","3.5040","-1.30%"
"Nov 13, 2007","3.5500","3.5500","3.5500","3.5500","4.26%"
"Nov 09, 2007","3.4050","3.4050","3.4050","3.4050","-2.27%"
"Nov 08, 2007","3.4840","3.4840","3.4840","3.4840","-1.75%"
"Nov 07, 2007","3.5460","3.5460","3.5460","3.5460","-4.57%"
"Nov 06, 2007","3.7160","3.7160","3.7160","3.7160","0.92%"
"Nov 05, 2007","3.6820","3.6820","3.6820","3.6820","0.11%"
"Nov 02, 2007","3.6780","3.6780","3.6780","3.6780","-2.18%"
"Nov 01, 2007","3.7600","3.7600","3.7600","3.7600","-4.91%"
"Oct 31, 2007","3.9540","3.9540","3.9540","3.9540","3.81%"
"Oct 30, 2007","3.8090","3.8090","3.8090","3.8090","0.11%"
"Oct 29, 2007","3.8050","3.8050","3.8050","3.8050","0.87%"
"Oct 26, 2007","3.7720","3.7720","3.7720","3.7720","-0.21%"
"Oct 25, 2007","3.7800","3.7800","3.7800","3.7800","0.93%"
"Oct 24, 2007","3.7450","3.7450","3.7450","3.7450","-1.78%"
"Oct 23, 2007","3.8130","3.8130","3.8130","3.8130","-1.42%"
"Oct 22, 2007","3.8680","3.8680","3.8680","3.8680","2.00%"
"Oct 19, 2007","3.7920","3.7920","3.7920","3.7920","-3.24%"
"Oct 18, 2007","3.9190","3.9190","3.9190","3.9190","-1.68%"
"Oct 17, 2007","3.9860","3.9860","3.9860","3.9860","-3.67%"
"Oct 16, 2007","4.1380","4.1380","4.1380","4.1380","-2.08%"
"Oct 15, 2007","4.2260","4.2260","4.2260","4.2260","-0.19%"
"Oct 12, 2007","4.2340","4.2340","4.2340","4.2340","2.54%"
"Oct 11, 2007","4.1290","4.1290","4.1290","4.1290","-0.70%"
"Oct 10, 2007","4.1580","4.1580","4.1580","4.1580","0.41%"
"Oct 09, 2007","4.1410","4.1410","4.1410","4.1410","1.32%"
"Oct 05, 2007","4.0870","4.0870","4.0870","4.0870","2.61%"
"Oct 04, 2007","3.9830","3.9830","3.9830","3.9830","-1.14%"
"Oct 03, 2007","4.0290","4.0290","4.0290","4.0290","1.36%"
"Oct 02, 2007","3.9750","3.9750","3.9750","3.9750","-0.92%"
"Oct 01, 2007","4.0120","4.0120","4.0120","4.0120","0.60%"
"Sep 28, 2007","3.9880","3.9880","3.9880","3.9880","1.04%"
"Sep 27, 2007","3.9470","3.9470","3.9470","3.9470","-1.08%"
"Sep 26, 2007","3.9900","3.9900","3.9900","3.9900","-0.23%"
"Sep 25, 2007","3.9990","3.9990","3.9990","3.9990","-1.26%"
"Sep 24, 2007","4.0500","4.0500","4.0500","4.0500","-0.10%"
"Sep 21, 2007","4.0540","4.0540","4.0540","4.0540","-1.43%"
"Sep 20, 2007","4.1130","4.1130","4.1130","4.1130","2.52%"
"Sep 19, 2007","4.0120","4.0120","4.0120","4.0120","0.96%"
"Sep 18, 2007","3.9740","3.9740","3.9740","3.9740","-2.48%"
"Sep 17, 2007","4.0750","4.0750","4.0750","4.0750","0.74%"
"Sep 14, 2007","4.0450","4.0450","4.0450","4.0450","0.40%"
"Sep 13, 2007","4.0290","4.0290","4.0290","4.0290","1.79%"
"Sep 12, 2007","3.9580","3.9580","3.9580","3.9580","0.23%"
"Sep 11, 2007","3.9490","3.9490","3.9490","3.9490","2.57%"
"Sep 10, 2007","3.8500","3.8500","3.8500","3.8500","-1.48%"
"Sep 07, 2007","3.9080","3.9080","3.9080","3.9080","-4.57%"
"Sep 06, 2007","4.0950","4.0950","4.0950","4.0950","1.97%"
"Sep 05, 2007","4.0160","4.0160","4.0160","4.0160","-2.81%"
"Sep 04, 2007","4.1320","4.1320","4.1320","4.1320","-0.60%"
"Aug 31, 2007","4.1570","4.1570","4.1570","4.1570","1.32%"
"Aug 30, 2007","4.1030","4.1030","4.1030","4.1030","-1.80%"
"Aug 29, 2007","4.1780","4.1780","4.1780","4.1780","2.58%"
"Aug 28, 2007","4.0730","4.0730","4.0730","4.0730","-3.53%"
"Aug 27, 2007","4.2220","4.2220","4.2220","4.2220","-1.59%"
"Aug 24, 2007","4.2900","4.2900","4.2900","4.2900","0.35%"
"Aug 23, 2007","4.2750","4.2750","4.2750","4.2750","2.00%"
"Aug 22, 2007","4.1910","4.1910","4.1910","4.1910","3.84%"
"Aug 21, 2007","4.0360","4.0360","4.0360","4.0360","-1.34%"
"Aug 20, 2007","4.0910","4.0910","4.0910","4.0910","-2.34%"
"Aug 17, 2007","4.1890","4.1890","4.1890","4.1890","-1.32%"
"Aug 16, 2007","4.2450","4.2450","4.2450","4.2450","-1.28%"
"Aug 15, 2007","4.3000","4.3000","4.3000","4.3000","-1.35%"
"Aug 14, 2007","4.3590","4.3590","4.3590","4.3590","-1.54%"
"Aug 13, 2007","4.4270","4.4270","4.4270","4.4270","-0.94%"
"Aug 10, 2007","4.4690","4.4690","4.4690","4.4690","0.36%"
"Aug 09, 2007","4.4530","4.4530","4.4530","4.4530","-4.65%"
"Aug 08, 2007","4.6700","4.6700","4.6700","4.6700","2.10%"
"Aug 07, 2007","4.5740","4.5740","4.5740","4.5740","1.37%"
"Aug 06, 2007","4.5120","4.5120","4.5120","4.5120","2.24%"
"Aug 03, 2007","4.4130","4.4130","4.4130","4.4130","-3.79%"
"Aug 02, 2007","4.5870","4.5870","4.5870","4.5870","-0.46%"
"Aug 01, 2007","4.6080","4.6080","4.6080","4.6080","2.11%"
"Jul 31, 2007","4.5130","4.5130","4.5130","4.5130","-1.72%"
"Jul 30, 2007","4.5920","4.5920","4.5920","4.5920","1.75%"
"Jul 27, 2007","4.5130","4.5130","4.5130","4.5130","-1.55%"
"Jul 26, 2007","4.5840","4.5840","4.5840","4.5840","-3.29%"
"Jul 25, 2007","4.7400","4.7400","4.7400","4.7400","0.00%"
"Jul 24, 2007","4.7400","4.7400","4.7400","4.7400","-1.09%"
"Jul 23, 2007","4.7920","4.7920","4.7920","4.7920","0.44%"
"Jul 20, 2007","4.7710","4.7710","4.7710","4.7710","-1.59%"
"Jul 19, 2007","4.8480","4.8480","4.8480","4.8480","-0.35%"
"Jul 18, 2007","4.8650","4.8650","4.8650","4.8650","-0.43%"
"Jul 17, 2007","4.8860","4.8860","4.8860","4.8860","0.35%"
"Jul 16, 2007","4.8690","4.8690","4.8690","4.8690","-1.22%"
"Jul 13, 2007","4.9290","4.9290","4.9290","4.9290","-0.34%"
"Jul 12, 2007","4.9460","4.9460","4.9460","4.9460","0.86%"
"Jul 11, 2007","4.9040","4.9040","4.9040","4.9040","1.13%"
"Jul 10, 2007","4.8490","4.8490","4.8490","4.8490","-1.96%"
"Jul 09, 2007","4.9460","4.9460","4.9460","4.9460","-0.92%"
"Jul 06, 2007","4.9920","4.9920","4.9920","4.9920","0.34%"
"Jul 05, 2007","4.9750","4.9750","4.9750","4.9750","1.80%"
"Jul 03, 2007","4.8870","4.8870","4.8870","4.8870","0.76%"
"Jul 02, 2007","4.8500","4.8500","4.8500","4.8500","-0.43%"
"Jun 29, 2007","4.8710","4.8710","4.8710","4.8710","-1.60%"
"Jun 28, 2007","4.9500","4.9500","4.9500","4.9500","0.94%"
"Jun 27, 2007","4.9040","4.9040","4.9040","4.9040","0.55%"
"Jun 26, 2007","4.8770","4.8770","4.8770","4.8770","-0.10%"
"Jun 25, 2007","4.8820","4.8820","4.8820","4.8820","-0.87%"
"Jun 22, 2007","4.9250","4.9250","4.9250","4.9250","-1.10%"
"Jun 21, 2007","4.9800","4.9800","4.9800","4.9800","0.08%"
"Jun 20, 2007","4.9760","4.9760","4.9760","4.9760","0.69%"
"Jun 19, 2007","4.9420","4.9420","4.9420","4.9420","-1.26%"
"Jun 18, 2007","5.0050","5.0050","5.0050","5.0050","-0.44%"
"Jun 15, 2007","5.0270","5.0270","5.0270","5.0270","-1.39%"
"Jun 14, 2007","5.0980","5.0980","5.0980","5.0980","0.24%"
"Jun 13, 2007","5.0860","5.0860","5.0860","5.0860","-0.41%"
"Jun 12, 2007","5.1070","5.1070","5.1070","5.1070","1.61%"
"Jun 11, 2007","5.0260","5.0260","5.0260","5.0260","0.42%"
"Jun 08, 2007","5.0050","5.0050","5.0050","5.0050","-0.58%"
"Jun 07, 2007","5.0340","5.0340","5.0340","5.0340","1.61%"
"Jun 06, 2007","4.9540","4.9540","4.9540","4.9540","-1.08%"
"Jun 05, 2007","5.0080","5.0080","5.0080","5.0080","0.85%"
"Jun 04, 2007","4.9660","4.9660","4.9660","4.9660","-0.26%"
"Jun 01, 2007","4.9790","4.9790","4.9790","4.9790","1.18%"
"May 31, 2007","4.9210","4.9210","4.9210","4.9210","0.70%"
"May 30, 2007","4.8870","4.8870","4.8870","4.8870","-0.24%"
"May 29, 2007","4.8990","4.8990","4.8990","4.8990","0.62%"
"May 25, 2007","4.8690","4.8690","4.8690","4.8690","0.50%"
"May 24, 2007","4.8450","4.8450","4.8450","4.8450","0.19%"
"May 23, 2007","4.8360","4.8360","4.8360","4.8360","-0.08%"
"May 22, 2007","4.8400","4.8400","4.8400","4.8400","0.62%"
"May 21, 2007","4.8100","4.8100","4.8100","4.8100","-0.25%"
