"Date","Price","Open","High","Low","Change %"
"Dec 28, 2000","5.1830","5.1830","5.1830","5.1830","-0.13%"
"Dec 27, 2000","5.1900","5.1900","5.1900","5.1900","0.64%"
"Dec 26, 2000","5.1570","5.1570","5.1570","5.1570","1.00%"
"Dec 22, 2000","5.1060","5.1060","5.1060","5.1060","-1.37%"
"Dec 21, 2000","5.1770","5.1770","5.1770","5.1770","-0.84%"
"Dec 20, 2000","5.2210","5.2210","5.2210","5.2210","-2.87%"
"Dec 19, 2000","5.3750","5.3750","5.3750","5.3750","0.96%"
"Dec 18, 2000","5.3240","5.3240","5.3240","5.3240","-0.95%"
"Dec 15, 2000","5.3750","5.3750","5.3750","5.3750","-0.81%"
"Dec 14, 2000","5.4190","5.4190","5.4190","5.4190","-0.79%"
"Dec 13, 2000","5.4620","5.4620","5.4620","5.4620","-1.09%"
"Dec 12, 2000","5.5220","5.5220","5.5220","5.5220","-0.61%"
"Dec 11, 2000","5.5560","5.5560","5.5560","5.5560","1.55%"
"Dec 08, 2000","5.4710","5.4710","5.4710","5.4710","0.59%"
"Dec 07, 2000","5.4390","5.4390","5.4390","5.4390","0.17%"
"Dec 06, 2000","5.4300","5.4300","5.4300","5.4300","-1.00%"
"Dec 05, 2000","5.4850","5.4850","5.4850","5.4850","-2.33%"
"Dec 04, 2000","5.6160","5.6160","5.6160","5.6160","0.07%"
"Dec 01, 2000","5.6120","5.6120","5.6120","5.6120","-0.81%"
"Nov 30, 2000","5.6580","5.6580","5.6580","5.6580","-1.01%"
"Nov 29, 2000","5.7160","5.7160","5.7160","5.7160","-1.36%"
"Nov 28, 2000","5.7950","5.7950","5.7950","5.7950","-1.63%"
"Nov 27, 2000","5.8910","5.8910","5.8910","5.8910","0.37%"
"Nov 24, 2000","5.8690","5.8690","5.8690","5.8690","0.31%"
"Nov 22, 2000","5.8510","5.8510","5.8510","5.8510","-0.31%"
"Nov 21, 2000","5.8690","5.8690","5.8690","5.8690","0.09%"
"Nov 20, 2000","5.8640","5.8640","5.8640","5.8640","-0.59%"
"Nov 17, 2000","5.8990","5.8990","5.8990","5.8990","0.75%"
"Nov 16, 2000","5.8550","5.8550","5.8550","5.8550","-0.80%"
"Nov 15, 2000","5.9020","5.9020","5.9020","5.9020","0.00%"
"Nov 14, 2000","5.9020","5.9020","5.9020","5.9020","0.36%"
"Nov 13, 2000","5.8810","5.8810","5.8810","5.8810","-0.22%"
"Nov 10, 2000","5.8940","5.8940","5.8940","5.8940","-1.21%"
"Nov 09, 2000","5.9660","5.9660","5.9660","5.9660","0.00%"
"Nov 08, 2000","5.9660","5.9660","5.9660","5.9660","-0.20%"
"Nov 07, 2000","5.9780","5.9780","5.9780","5.9780","0.13%"
"Nov 06, 2000","5.9700","5.9700","5.9700","5.9700","0.57%"
"Nov 03, 2000","5.9360","5.9360","5.9360","5.9360","1.25%"
"Nov 02, 2000","5.8630","5.8630","5.8630","5.8630","-0.15%"
"Nov 01, 2000","5.8720","5.8720","5.8720","5.8720","-1.28%"
"Oct 31, 2000","5.9480","5.9480","5.9480","5.9480","-0.70%"
"Oct 30, 2000","5.9900","5.9900","5.9900","5.9900","0.50%"
"Oct 27, 2000","5.9600","5.9600","5.9600","5.9600","0.57%"
"Oct 26, 2000","5.9260","5.9260","5.9260","5.9260","0.12%"
"Oct 25, 2000","5.9190","5.9190","5.9190","5.9190","0.82%"
"Oct 24, 2000","5.8710","5.8710","5.8710","5.8710","0.43%"
"Oct 23, 2000","5.8460","5.8460","5.8460","5.8460","-0.22%"
"Oct 20, 2000","5.8590","5.8590","5.8590","5.8590","-0.15%"
"Oct 19, 2000","5.8680","5.8680","5.8680","5.8680","-0.02%"
"Oct 18, 2000","5.8690","5.8690","5.8690","5.8690","0.58%"
"Oct 17, 2000","5.8350","5.8350","5.8350","5.8350","-1.02%"
"Oct 16, 2000","5.8950","5.8950","5.8950","5.8950","0.29%"
"Oct 13, 2000","5.8780","5.8780","5.8780","5.8780","0.93%"
"Oct 12, 2000","5.8240","5.8240","5.8240","5.8240","-2.07%"
"Oct 11, 2000","5.9470","5.9470","5.9470","5.9470","0.13%"
"Oct 10, 2000","5.9390","5.9390","5.9390","5.9390","-1.00%"
"Oct 09, 2000","5.9990","5.9990","5.9990","5.9990","0.00%"
"Oct 06, 2000","5.9990","5.9990","5.9990","5.9990","-0.07%"
"Oct 05, 2000","6.0030","6.0030","6.0030","6.0030","-0.30%"
"Oct 04, 2000","6.0210","6.0210","6.0210","6.0210","0.08%"
"Oct 03, 2000","6.0160","6.0160","6.0160","6.0160","0.55%"
"Oct 02, 2000","5.9830","5.9830","5.9830","5.9830","-0.35%"
"Sep 29, 2000","6.0040","6.0040","6.0040","6.0040","-0.07%"
"Sep 28, 2000","6.0080","6.0080","6.0080","6.0080","-1.15%"
"Sep 27, 2000","6.0780","6.0780","6.0780","6.0780","-0.15%"
"Sep 26, 2000","6.0870","6.0870","6.0870","6.0870","-0.64%"
"Sep 25, 2000","6.1260","6.1260","6.1260","6.1260","0.34%"
"Sep 22, 2000","6.1050","6.1050","6.1050","6.1050","0.71%"
"Sep 21, 2000","6.0620","6.0620","6.0620","6.0620","-0.98%"
"Sep 20, 2000","6.1220","6.1220","6.1220","6.1220","0.56%"
"Sep 19, 2000","6.0880","6.0880","6.0880","6.0880","0.64%"
"Sep 18, 2000","6.0490","6.0490","6.0490","6.0490","-0.79%"
"Sep 15, 2000","6.0970","6.0970","6.0970","6.0970","-0.49%"
"Sep 14, 2000","6.1270","6.1270","6.1270","6.1270","0.34%"
"Sep 13, 2000","6.1060","6.1060","6.1060","6.1060","-0.21%"
"Sep 12, 2000","6.1190","6.1190","6.1190","6.1190","-0.15%"
"Sep 11, 2000","6.1280","6.1280","6.1280","6.1280","0.36%"
"Sep 08, 2000","6.1060","6.1060","6.1060","6.1060","-0.84%"
"Sep 07, 2000","6.1580","6.1580","6.1580","6.1580","0.84%"
"Sep 06, 2000","6.1070","6.1070","6.1070","6.1070","-0.08%"
"Sep 05, 2000","6.1120","6.1120","6.1120","6.1120","0.63%"
"Sep 01, 2000","6.0740","6.0740","6.0740","6.0740","-1.91%"
"Aug 31, 2000","6.1920","6.1920","6.1920","6.1920","-1.15%"
"Aug 30, 2000","6.2640","6.2640","6.2640","6.2640","0.19%"
"Aug 29, 2000","6.2520","6.2520","6.2520","6.2520","0.42%"
"Aug 28, 2000","6.2260","6.2260","6.2260","6.2260","0.06%"
"Aug 25, 2000","6.2220","6.2220","6.2220","6.2220","0.06%"
"Aug 24, 2000","6.2180","6.2180","6.2180","6.2180","0.10%"
"Aug 23, 2000","6.2120","6.2120","6.2120","6.2120","-1.24%"
"Aug 22, 2000","6.2900","6.2900","6.2900","6.2900","0.27%"
"Aug 21, 2000","6.2730","6.2730","6.2730","6.2730","0.21%"
"Aug 18, 2000","6.2600","6.2600","6.2600","6.2600","-1.03%"
"Aug 17, 2000","6.3250","6.3250","6.3250","6.3250","0.00%"
"Aug 16, 2000","6.3250","6.3250","6.3250","6.3250","0.89%"
"Aug 15, 2000","6.2690","6.2690","6.2690","6.2690","0.06%"
"Aug 14, 2000","6.2650","6.2650","6.2650","6.2650","0.06%"
"Aug 11, 2000","6.2610","6.2610","6.2610","6.2610","1.10%"
"Aug 10, 2000","6.1930","6.1930","6.1930","6.1930","0.34%"
"Aug 09, 2000","6.1720","6.1720","6.1720","6.1720","0.21%"
"Aug 08, 2000","6.1590","6.1590","6.1590","6.1590","-0.84%"
"Aug 07, 2000","6.2110","6.2110","6.2110","6.2110","0.76%"
"Aug 04, 2000","6.1640","6.1640","6.1640","6.1640","-1.30%"
"Aug 03, 2000","6.2450","6.2450","6.2450","6.2450","0.19%"
"Aug 02, 2000","6.2330","6.2330","6.2330","6.2330","-0.13%"
"Aug 01, 2000","6.2410","6.2410","6.2410","6.2410","-1.20%"
"Jul 31, 2000","6.3170","6.3170","6.3170","6.3170","0.61%"
"Jul 28, 2000","6.2790","6.2790","6.2790","6.2790","0.19%"
"Jul 27, 2000","6.2670","6.2670","6.2670","6.2670","-1.10%"
"Jul 26, 2000","6.3370","6.3370","6.3370","6.3370","0.00%"
"Jul 25, 2000","6.3370","6.3370","6.3370","6.3370","-0.61%"
"Jul 24, 2000","6.3760","6.3760","6.3760","6.3760","0.82%"
"Jul 21, 2000","6.3240","6.3240","6.3240","6.3240","-0.08%"
"Jul 20, 2000","6.3290","6.3290","6.3290","6.3290","-2.01%"
"Jul 19, 2000","6.4590","6.4590","6.4590","6.4590","-0.06%"
"Jul 18, 2000","6.4630","6.4630","6.4630","6.4630","-0.08%"
"Jul 17, 2000","6.4680","6.4680","6.4680","6.4680","1.08%"
"Jul 14, 2000","6.3990","6.3990","6.3990","6.3990","1.70%"
"Jul 13, 2000","6.2920","6.2920","6.2920","6.2920","-0.54%"
"Jul 12, 2000","6.3260","6.3260","6.3260","6.3260","-0.21%"
"Jul 11, 2000","6.3390","6.3390","6.3390","6.3390","0.60%"
"Jul 10, 2000","6.3010","6.3010","6.3010","6.3010","0.48%"
"Jul 07, 2000","6.2710","6.2710","6.2710","6.2710","-1.48%"
"Jul 06, 2000","6.3650","6.3650","6.3650","6.3650","1.14%"
"Jul 05, 2000","6.2930","6.2930","6.2930","6.2930","-0.41%"
"Jul 03, 2000","6.3190","6.3190","6.3190","6.3190","-0.74%"
"Jun 30, 2000","6.3660","6.3660","6.3660","6.3660","0.06%"
"Jun 29, 2000","6.3620","6.3620","6.3620","6.3620","-1.56%"
"Jun 28, 2000","6.4630","6.4630","6.4630","6.4630","-0.54%"
"Jun 27, 2000","6.4980","6.4980","6.4980","6.4980","-0.02%"
"Jun 26, 2000","6.4990","6.4990","6.4990","6.4990","-0.73%"
"Jun 23, 2000","6.5470","6.5470","6.5470","6.5470","0.86%"
"Jun 22, 2000","6.4910","6.4910","6.4910","6.4910","-0.08%"
"Jun 21, 2000","6.4960","6.4960","6.4960","6.4960","0.67%"
"Jun 20, 2000","6.4530","6.4530","6.4530","6.4530","0.88%"
"Jun 19, 2000","6.3970","6.3970","6.3970","6.3970","0.41%"
"Jun 16, 2000","6.3710","6.3710","6.3710","6.3710","-1.36%"
"Jun 15, 2000","6.4590","6.4590","6.4590","6.4590","0.26%"
"Jun 14, 2000","6.4420","6.4420","6.4420","6.4420","-1.06%"
"Jun 13, 2000","6.5110","6.5110","6.5110","6.5110","-0.34%"
"Jun 12, 2000","6.5330","6.5330","6.5330","6.5330","-0.20%"
"Jun 09, 2000","6.5460","6.5460","6.5460","6.5460","-0.40%"
"Jun 08, 2000","6.5720","6.5720","6.5720","6.5720","0.32%"
"Jun 07, 2000","6.5510","6.5510","6.5510","6.5510","0.85%"
"Jun 06, 2000","6.4960","6.4960","6.4960","6.4960","-0.06%"
"Jun 05, 2000","6.5000","6.5000","6.5000","6.5000","-0.40%"
"Jun 02, 2000","6.5260","6.5260","6.5260","6.5260","-1.05%"
"Jun 01, 2000","6.5950","6.5950","6.5950","6.5950","-1.33%"
"May 31, 2000","6.6840","6.6840","6.6840","6.6840","-0.89%"
"May 30, 2000","6.7440","6.7440","6.7440","6.7440","0.90%"
"May 26, 2000","6.6840","6.6840","6.6840","6.6840","-0.95%"
"May 25, 2000","6.7480","6.7480","6.7480","6.7480","-1.36%"
"May 24, 2000","6.8410","6.8410","6.8410","6.8410","0.72%"
"May 23, 2000","6.7920","6.7920","6.7920","6.7920","-0.76%"
"May 22, 2000","6.8440","6.8440","6.8440","6.8440","-0.19%"
"May 19, 2000","6.8570","6.8570","6.8570","6.8570","-0.92%"
"May 18, 2000","6.9210","6.9210","6.9210","6.9210","-0.12%"
"May 17, 2000","6.9290","6.9290","6.9290","6.9290","0.32%"
"May 16, 2000","6.9070","6.9070","6.9070","6.9070","0.83%"
"May 15, 2000","6.8500","6.8500","6.8500","6.8500","-1.24%"
"May 12, 2000","6.9360","6.9360","6.9360","6.9360","1.48%"
"May 11, 2000","6.8350","6.8350","6.8350","6.8350","0.46%"
"May 10, 2000","6.8040","6.8040","6.8040","6.8040","-0.69%"
"May 09, 2000","6.8510","6.8510","6.8510","6.8510","-0.31%"
"May 08, 2000","6.8720","6.8720","6.8720","6.8720","0.64%"
"May 05, 2000","6.8280","6.8280","6.8280","6.8280","0.65%"
"May 04, 2000","6.7840","6.7840","6.7840","6.7840","0.13%"
"May 03, 2000","6.7750","6.7750","6.7750","6.7750","0.76%"
"May 02, 2000","6.7240","6.7240","6.7240","6.7240","-0.49%"
"May 01, 2000","6.7570","6.7570","6.7570","6.7570","0.88%"
"Apr 28, 2000","6.6980","6.6980","6.6980","6.6980","1.22%"
"Apr 27, 2000","6.6170","6.6170","6.6170","6.6170","1.72%"
"Apr 26, 2000","6.5050","6.5050","6.5050","6.5050","0.34%"
"Apr 25, 2000","6.4830","6.4830","6.4830","6.4830","1.49%"
"Apr 24, 2000","6.3880","6.3880","6.3880","6.3880","0.00%"
"Apr 20, 2000","6.3880","6.3880","6.3880","6.3880","0.54%"
"Apr 19, 2000","6.3540","6.3540","6.3540","6.3540","0.27%"
"Apr 18, 2000","6.3370","6.3370","6.3370","6.3370","-0.49%"
"Apr 17, 2000","6.3680","6.3680","6.3680","6.3680","1.92%"
"Apr 14, 2000","6.2480","6.2480","6.2480","6.2480","-1.58%"
"Apr 13, 2000","6.3480","6.3480","6.3480","6.3480","-0.47%"
"Apr 12, 2000","6.3780","6.3780","6.3780","6.3780","0.13%"
"Apr 11, 2000","6.3700","6.3700","6.3700","6.3700","1.22%"
"Apr 10, 2000","6.2930","6.2930","6.2930","6.2930","-1.08%"
"Apr 07, 2000","6.3620","6.3620","6.3620","6.3620","-0.28%"
"Apr 06, 2000","6.3800","6.3800","6.3800","6.3800","1.35%"
"Apr 05, 2000","6.2950","6.2950","6.2950","6.2950","0.00%"
"Apr 04, 2000","6.2950","6.2950","6.2950","6.2950","-1.86%"
"Apr 03, 2000","6.4140","6.4140","6.4140","6.4140","-1.06%"
"Mar 31, 2000","6.4830","6.4830","6.4830","6.4830","0.00%"
"Mar 30, 2000","6.4830","6.4830","6.4830","6.4830","-1.26%"
"Mar 29, 2000","6.5660","6.5660","6.5660","6.5660","-0.27%"
"Mar 28, 2000","6.5840","6.5840","6.5840","6.5840","-0.53%"
"Mar 27, 2000","6.6190","6.6190","6.6190","6.6190","-0.27%"
"Mar 24, 2000","6.6370","6.6370","6.6370","6.6370","1.89%"
"Mar 23, 2000","6.5140","6.5140","6.5140","6.5140","0.54%"
"Mar 22, 2000","6.4790","6.4790","6.4790","6.4790","-0.28%"
"Mar 21, 2000","6.4970","6.4970","6.4970","6.4970","-0.26%"
"Mar 20, 2000","6.5140","6.5140","6.5140","6.5140","0.26%"
"Mar 17, 2000","6.4970","6.4970","6.4970","6.4970","0.53%"
"Mar 16, 2000","6.4630","6.4630","6.4630","6.4630","-0.26%"
"Mar 15, 2000","6.4800","6.4800","6.4800","6.4800","-0.02%"
"Mar 14, 2000","6.4810","6.4810","6.4810","6.4810","-0.52%"
"Mar 13, 2000","6.5150","6.5150","6.5150","6.5150","-0.53%"
"Mar 10, 2000","6.5500","6.5500","6.5500","6.5500","1.33%"
"Mar 09, 2000","6.4640","6.4640","6.4640","6.4640","-0.28%"
"Mar 08, 2000","6.4820","6.4820","6.4820","6.4820","0.26%"
"Mar 07, 2000","6.4650","6.4650","6.4650","6.4650","-1.04%"
"Mar 06, 2000","6.5330","6.5330","6.5330","6.5330","0.52%"
"Mar 03, 2000","6.4990","6.4990","6.4990","6.4990","-0.54%"
"Mar 02, 2000","6.5340","6.5340","6.5340","6.5340","0.52%"
"Mar 01, 2000","6.5000","6.5000","6.5000","6.5000","-0.52%"
"Feb 29, 2000","6.5340","6.5340","6.5340","6.5340","0.26%"
"Feb 28, 2000","6.5170","6.5170","6.5170","6.5170","1.57%"
"Feb 25, 2000","6.4160","6.4160","6.4160","6.4160","-1.55%"
"Feb 24, 2000","6.5170","6.5170","6.5170","6.5170","-1.76%"
"Feb 23, 2000","6.6340","6.6340","6.6340","6.6340","1.07%"
"Feb 22, 2000","6.5640","6.5640","6.5640","6.5640","-1.04%"
"Feb 18, 2000","6.6330","6.6330","6.6330","6.6330","-0.51%"
"Feb 17, 2000","6.6670","6.6670","6.6670","6.6670","1.05%"
"Feb 16, 2000","6.5980","6.5980","6.5980","6.5980","-0.51%"
"Feb 15, 2000","6.6320","6.6320","6.6320","6.6320","0.00%"
"Feb 14, 2000","6.6320","6.6320","6.6320","6.6320","0.27%"
"Feb 11, 2000","6.6140","6.6140","6.6140","6.6140","-0.78%"
"Feb 10, 2000","6.6660","6.6660","6.6660","6.6660","0.02%"
"Feb 09, 2000","6.6650","6.6650","6.6650","6.6650","0.00%"
"Feb 08, 2000","6.6650","6.6650","6.6650","6.6650","-0.25%"
"Feb 07, 2000","6.6820","6.6820","6.6820","6.6820","0.78%"
"Feb 04, 2000","6.6300","6.6300","6.6300","6.6300","1.58%"
"Feb 03, 2000","6.5270","6.5270","6.5270","6.5270","-1.05%"
"Feb 02, 2000","6.5960","6.5960","6.5960","6.5960","0.27%"
"Feb 01, 2000","6.5780","6.5780","6.5780","6.5780","-0.51%"
"Jan 31, 2000","6.6120","6.6120","6.6120","6.6120","0.78%"
"Jan 28, 2000","6.5610","6.5610","6.5610","6.5610","0.52%"
"Jan 27, 2000","6.5270","6.5270","6.5270","6.5270","1.13%"
"Jan 26, 2000","6.4540","6.4540","6.4540","6.4540","0.28%"
"Jan 25, 2000","6.4360","6.4360","6.4360","6.4360","0.26%"
"Jan 24, 2000","6.4190","6.4190","6.4190","6.4190","-0.53%"
"Jan 21, 2000","6.4530","6.4530","6.4530","6.4530","-0.80%"
"Jan 20, 2000","6.5050","6.5050","6.5050","6.5050","0.82%"
"Jan 19, 2000","6.4520","6.4520","6.4520","6.4520","-0.26%"
"Jan 18, 2000","6.4690","6.4690","6.4690","6.4690","0.28%"
"Jan 14, 2000","6.4510","6.4510","6.4510","6.4510","0.83%"
"Jan 13, 2000","6.3980","6.3980","6.3980","6.3980","-1.33%"
"Jan 12, 2000","6.4840","6.4840","6.4840","6.4840","0.81%"
"Jan 11, 2000","6.4320","6.4320","6.4320","6.4320","1.08%"
"Jan 10, 2000","6.3630","6.3630","6.3630","6.3630","1.08%"
"Jan 07, 2000","6.2950","6.2950","6.2950","6.2950","-0.25%"
"Jan 06, 2000","6.3110","6.3110","6.3110","6.3110","-0.80%"
"Jan 05, 2000","6.3620","6.3620","6.3620","6.3620","1.08%"
"Jan 04, 2000","6.2940","6.2940","6.2940","6.2940","-1.59%"
"Jan 03, 2000","6.3960","6.3960","6.3960","6.3960","2.45%"
"Dec 31, 1999","6.2430","6.2430","6.2430","6.2430","1.36%"
"Dec 30, 1999","6.1590","6.1590","6.1590","6.1590","-0.53%"
"Dec 29, 1999","6.1920","6.1920","6.1920","6.1920","-0.27%"
"Dec 28, 1999","6.2090","6.2090","6.2090","6.2090","0.00%"
"Dec 27, 1999","6.2090","6.2090","6.2090","6.2090","-0.78%"
"Dec 23, 1999","6.2580","6.2580","6.2580","6.2580","0.61%"
"Dec 22, 1999","6.2200","6.2200","6.2200","6.2200","0.02%"
"Dec 21, 1999","6.2190","6.2190","6.2190","6.2190","0.27%"
"Dec 20, 1999","6.2020","6.2020","6.2020","6.2020","1.14%"
"Dec 17, 1999","6.1320","6.1320","6.1320","6.1320","-0.26%"
"Dec 16, 1999","6.1480","6.1480","6.1480","6.1480","1.14%"
"Dec 15, 1999","6.0790","6.0790","6.0790","6.0790","0.28%"
"Dec 14, 1999","6.0620","6.0620","6.0620","6.0620","1.73%"
"Dec 13, 1999","5.9590","5.9590","5.9590","5.9590","0.86%"
"Dec 10, 1999","5.9080","5.9080","5.9080","5.9080","-0.57%"
"Dec 09, 1999","5.9420","5.9420","5.9420","5.9420","-0.29%"
"Dec 08, 1999","5.9590","5.9590","5.9590","5.9590","0.57%"
"Dec 07, 1999","5.9250","5.9250","5.9250","5.9250","-0.57%"
"Dec 06, 1999","5.9590","5.9590","5.9590","5.9590","-0.28%"
"Dec 03, 1999","5.9760","5.9760","5.9760","5.9760","-1.39%"
"Dec 02, 1999","6.0600","6.0600","6.0600","6.0600","0.28%"
"Dec 01, 1999","6.0430","6.0430","6.0430","6.0430","0.28%"
"Nov 30, 1999","6.0260","6.0260","6.0260","6.0260","-0.56%"
"Nov 29, 1999","6.0600","6.0600","6.0600","6.0600","1.13%"
"Nov 26, 1999","5.9920","5.9920","5.9920","5.9920","0.57%"
"Nov 24, 1999","5.9580","5.9580","5.9580","5.9580","0.27%"
"Nov 23, 1999","5.9420","5.9420","5.9420","5.9420","0.00%"
"Nov 22, 1999","5.9420","5.9420","5.9420","5.9420","0.59%"
"Nov 19, 1999","5.9070","5.9070","5.9070","5.9070","0.29%"
"Nov 18, 1999","5.8900","5.8900","5.8900","5.8900","0.29%"
"Nov 17, 1999","5.8730","5.8730","5.8730","5.8730","0.29%"
"Nov 16, 1999","5.8560","5.8560","5.8560","5.8560","1.47%"
"Nov 15, 1999","5.7710","5.7710","5.7710","5.7710","0.00%"
"Nov 12, 1999","5.7710","5.7710","5.7710","5.7710","-0.59%"
"Nov 11, 1999","5.8050","5.8050","5.8050","5.8050","-0.02%"
"Nov 10, 1999","5.8060","5.8060","5.8060","5.8060","0.89%"
"Nov 09, 1999","5.7550","5.7550","5.7550","5.7550","0.58%"
"Nov 08, 1999","5.7220","5.7220","5.7220","5.7220","0.00%"
"Nov 05, 1999","5.7220","5.7220","5.7220","5.7220","0.05%"
"Nov 04, 1999","5.7190","5.7190","5.7190","5.7190","-0.78%"
"Nov 03, 1999","5.7640","5.7640","5.7640","5.7640","-0.38%"
"Nov 02, 1999","5.7860","5.7860","5.7860","5.7860","-0.40%"
"Nov 01, 1999","5.8090","5.8090","5.8090","5.8090","0.76%"
"Oct 29, 1999","5.7650","5.7650","5.7650","5.7650","-1.87%"
"Oct 28, 1999","5.8750","5.8750","5.8750","5.8750","-1.03%"
"Oct 27, 1999","5.9360","5.9360","5.9360","5.9360","-0.87%"
"Oct 26, 1999","5.9880","5.9880","5.9880","5.9880","0.59%"
"Oct 25, 1999","5.9530","5.9530","5.9530","5.9530","0.30%"
"Oct 22, 1999","5.9350","5.9350","5.9350","5.9350","0.30%"
"Oct 21, 1999","5.9170","5.9170","5.9170","5.9170","0.02%"
"Oct 20, 1999","5.9160","5.9160","5.9160","5.9160","0.29%"
"Oct 19, 1999","5.8990","5.8990","5.8990","5.8990","0.60%"
"Oct 18, 1999","5.8640","5.8640","5.8640","5.8640","0.60%"
"Oct 15, 1999","5.8290","5.8290","5.8290","5.8290","-1.15%"
"Oct 14, 1999","5.8970","5.8970","5.8970","5.8970","0.87%"
"Oct 13, 1999","5.8460","5.8460","5.8460","5.8460","0.90%"
"Oct 12, 1999","5.7940","5.7940","5.7940","5.7940","0.00%"
"Oct 11, 1999","5.7940","5.7940","5.7940","5.7940","0.00%"
"Oct 08, 1999","5.7940","5.7940","5.7940","5.7940","-0.29%"
"Oct 07, 1999","5.8110","5.8110","5.8110","5.8110","0.02%"
"Oct 06, 1999","5.8100","5.8100","5.8100","5.8100","0.59%"
"Oct 05, 1999","5.7760","5.7760","5.7760","5.7760","1.78%"
"Oct 04, 1999","5.6750","5.6750","5.6750","5.6750","-0.60%"
"Oct 01, 1999","5.7090","5.7090","5.7090","5.7090","2.11%"
"Sep 30, 1999","5.5910","5.5910","5.5910","5.5910","-1.72%"
"Sep 29, 1999","5.6890","5.6890","5.6890","5.6890","0.94%"
"Sep 28, 1999","5.6360","5.6360","5.6360","5.6360","0.93%"
"Sep 27, 1999","5.5840","5.5840","5.5840","5.5840","0.63%"
"Sep 24, 1999","5.5490","5.5490","5.5490","5.5490","0.00%"
"Sep 23, 1999","5.5490","5.5490","5.5490","5.5490","-1.54%"
"Sep 22, 1999","5.6360","5.6360","5.6360","5.6360","-0.30%"
"Sep 21, 1999","5.6530","5.6530","5.6530","5.6530","0.00%"
"Sep 20, 1999","5.6530","5.6530","5.6530","5.6530","0.62%"
"Sep 17, 1999","5.6180","5.6180","5.6180","5.6180","0.00%"
"Sep 16, 1999","5.6180","5.6180","5.6180","5.6180","-0.30%"
"Sep 15, 1999","5.6350","5.6350","5.6350","5.6350","-0.90%"
"Sep 14, 1999","5.6860","5.6860","5.6860","5.6860","0.30%"
"Sep 13, 1999","5.6690","5.6690","5.6690","5.6690","0.60%"
"Sep 10, 1999","5.6350","5.6350","5.6350","5.6350","-0.90%"
"Sep 09, 1999","5.6860","5.6860","5.6860","5.6860","0.60%"
"Sep 08, 1999","5.6520","5.6520","5.6520","5.6520","-0.58%"
"Sep 07, 1999","5.6850","5.6850","5.6850","5.6850","0.91%"
"Sep 03, 1999","5.6340","5.6340","5.6340","5.6340","-1.76%"
"Sep 02, 1999","5.7350","5.7350","5.7350","5.7350","0.28%"
"Sep 01, 1999","5.7190","5.7190","5.7190","5.7190","-0.30%"
"Aug 31, 1999","5.7360","5.7360","5.7360","5.7360","0.00%"
"Aug 30, 1999","5.7360","5.7360","5.7360","5.7360","1.20%"
"Aug 27, 1999","5.6680","5.6680","5.6680","5.6680","1.50%"
"Aug 26, 1999","5.5840","5.5840","5.5840","5.5840","1.25%"
"Aug 25, 1999","5.5150","5.5150","5.5150","5.5150","-1.54%"
"Aug 24, 1999","5.6010","5.6010","5.6010","5.6010","-0.92%"
"Aug 23, 1999","5.6530","5.6530","5.6530","5.6530","0.62%"
"Aug 20, 1999","5.6180","5.6180","5.6180","5.6180","-0.30%"
"Aug 19, 1999","5.6350","5.6350","5.6350","5.6350","0.00%"
"Aug 18, 1999","5.6350","5.6350","5.6350","5.6350","-0.62%"
"Aug 17, 1999","5.6700","5.6700","5.6700","5.6700","-0.89%"
"Aug 16, 1999","5.7210","5.7210","5.7210","5.7210","0.30%"
"Aug 13, 1999","5.7040","5.7040","5.7040","5.7040","-1.16%"
"Aug 12, 1999","5.7710","5.7710","5.7710","5.7710","0.59%"
"Aug 11, 1999","5.7370","5.7370","5.7370","5.7370","-0.88%"
"Aug 10, 1999","5.7880","5.7880","5.7880","5.7880","0.29%"
"Aug 09, 1999","5.7710","5.7710","5.7710","5.7710","1.51%"
"Aug 06, 1999","5.6850","5.6850","5.6850","5.6850","2.75%"
"Aug 05, 1999","5.5330","5.5330","5.5330","5.5330","-1.79%"
"Aug 04, 1999","5.6340","5.6340","5.6340","5.6340","-0.60%"
"Aug 03, 1999","5.6680","5.6680","5.6680","5.6680","0.30%"
"Aug 02, 1999","5.6510","5.6510","5.6510","5.6510","0.61%"
"Jul 30, 1999","5.6170","5.6170","5.6170","5.6170","0.30%"
"Jul 29, 1999","5.6000","5.6000","5.6000","5.6000","0.79%"
"Jul 28, 1999","5.5560","5.5560","5.5560","5.5560","0.00%"
"Jul 27, 1999","5.5560","5.5560","5.5560","5.5560","-0.32%"
"Jul 26, 1999","5.5740","5.5740","5.5740","5.5740","0.31%"
"Jul 23, 1999","5.5570","5.5570","5.5570","5.5570","0.93%"
"Jul 22, 1999","5.5060","5.5060","5.5060","5.5060","1.57%"
"Jul 21, 1999","5.4210","5.4210","5.4210","5.4210","0.30%"
"Jul 20, 1999","5.4050","5.4050","5.4050","5.4050","-0.93%"
"Jul 19, 1999","5.4560","5.4560","5.4560","5.4560","-0.33%"
